Temperature_C,Humidity_pct,Smoke_ppm,Fire_Sensor,Wind_kmh,ForestFire
32.8,79.9,42.0,0,16.6,1
37.3,27.0,35.0,0,14.5,0
26.2,32.8,71.0,0,0.1,1
41.5,54.3,115.0,0,11.7,0
33.7,48.2,46.0,0,16.0,1
31.3,51.3,128.0,0,10.3,1
42.3,53.8,175.0,0,14.5,1
30.1,56.4,26.0,0,20.1,0
25.1,65.0,28.0,0,14.1,0
24.1,52.4,49.0,0,9.5,0
39.2,40.7,70.0,0,14.3,1
26.0,57.1,36.0,0,8.9,1
47.3,79.2,161.0,1,8.1,1
20.4,42.6,77.0,0,5.9,0
46.9,27.5,56.0,0,17.4,1
36.5,64.9,17.0,0,3.1,0
34.3,42.8,19.0,0,17.2,1
31.2,5.9,68.0,1,11.0,0
37.8,60.3,10.0,0,0.0,1
34.7,35.4,123.0,0,10.2,0
42.7,43.4,48.0,0,0.0,1
35.8,51.0,731.0,0,11.8,1
36.1,48.4,346.0,1,13.3,1
32.5,57.8,47.0,0,4.4,0
34.6,37.2,50.0,0,8.7,0
37.2,54.2,121.0,0,19.7,1
23.0,40.3,213.0,0,5.0,0
25.6,58.3,15.0,0,1.6,0
40.2,56.1,13.0,0,16.9,0
36.2,28.2,33.0,0,19.8,0
33.7,64.5,87.0,0,8.0,1
35.1,35.4,81.0,0,14.1,0
37.4,59.5,128.0,0,16.0,0
31.2,51.6,21.0,0,3.5,1
29.6,78.1,9.0,0,5.1,0
36.4,41.0,108.0,0,15.4,1
28.2,38.7,28.0,0,18.1,1
37.9,44.7,11.0,0,11.4,1
23.1,39.5,61.0,0,2.7,1
42.2,59.4,103.0,0,19.9,0
38.3,15.9,50.0,0,4.8,0
36.8,26.0,38.0,0,6.0,0
41.9,25.8,48.0,0,10.1,0
46.7,62.1,41.0,1,17.3,1
42.1,75.8,19.0,0,13.1,0
22.1,43.1,31.0,0,10.5,0
26.0,42.0,83.0,0,10.8,1
30.6,46.3,71.0,0,8.3,0
35.2,65.9,62.0,1,11.3,0
38.6,28.3,25.0,0,0.0,0
29.9,49.3,47.0,0,6.2,0
36.3,62.6,10.0,0,9.4,1
29.7,54.0,63.0,0,1.1,1
30.7,48.4,171.0,0,10.3,1
25.2,63.0,17.0,0,6.8,0
28.5,5.0,34.0,0,18.5,0
25.5,57.2,71.0,0,17.4,0
28.2,33.2,149.0,0,5.2,1
42.4,12.0,38.0,0,7.1,1
28.4,54.2,31.0,0,7.6,0
53.4,69.7,11.0,1,5.3,1
38.5,42.5,59.0,0,9.2,1
36.3,62.2,280.0,0,3.5,0
29.0,74.0,68.0,0,1.2,0
39.9,68.7,54.0,0,11.7,0
31.0,74.5,71.0,0,11.8,0
35.9,58.4,54.0,0,3.2,1
52.9,46.4,28.0,0,13.4,0
34.3,16.2,105.0,0,4.2,1
43.0,40.6,65.0,0,9.5,1
30.1,29.8,55.0,0,12.9,1
34.8,84.1,25.0,0,7.8,0
47.4,41.8,155.0,0,10.7,1
30.6,47.2,93.0,0,4.9,1
47.7,54.9,35.0,1,6.8,1
40.0,45.8,122.0,1,6.8,1
31.1,75.5,37.0,1,3.5,0
39.4,33.8,29.0,0,6.9,1
41.8,48.5,30.0,0,0.0,0
39.4,31.6,13.0,0,5.1,1
24.0,21.2,80.0,0,6.3,1
29.9,34.0,13.0,0,6.5,1
33.3,44.3,20.0,0,6.6,0
34.5,37.3,10.0,0,7.6,0
39.3,32.5,51.0,0,10.9,1
36.2,19.7,48.0,0,13.2,0
25.7,43.5,42.0,0,4.1,0
37.7,17.9,24.0,0,0.8,0
39.3,58.7,21.0,0,1.7,1
38.9,46.5,79.0,0,5.1,0
42.6,18.8,35.0,1,5.9,1
40.8,39.4,70.0,1,3.4,1
38.2,31.5,27.0,0,0.2,0
34.5,50.7,63.0,0,5.3,0
23.4,69.1,155.0,0,9.1,1
38.0,11.2,87.0,1,11.6,1
36.5,47.1,39.0,0,4.7,0
36.9,42.1,67.0,0,5.5,0
26.1,57.1,45.0,0,2.4,0
27.4,48.8,55.0,0,7.8,0
42.4,31.5,42.0,0,2.9,1
34.7,39.3,48.0,0,11.4,1
39.8,30.7,65.0,0,0.0,0
35.2,64.4,25.0,0,5.8,0
35.2,45.4,24.0,0,9.8,1
41.6,79.2,18.0,0,9.1,0
31.4,43.9,15.0,0,24.2,0
35.7,32.2,21.0,0,10.1,1
31.8,17.8,62.0,0,2.0,0
32.0,12.5,27.0,0,7.4,0
32.8,16.5,82.0,0,0.0,1
36.6,49.8,56.0,0,7.5,0
31.6,54.2,11.0,0,3.0,0
43.8,16.5,92.0,0,13.5,1
28.7,61.1,104.0,0,4.7,0
33.7,36.3,25.0,0,7.3,0
31.9,47.6,76.0,0,4.2,1
45.1,74.0,28.0,0,18.4,0
36.4,61.1,59.0,0,6.1,0
42.2,40.2,20.0,0,19.0,1
24.6,29.0,13.0,0,12.9,1
36.9,6.3,40.0,0,10.9,1
41.2,32.1,49.0,0,10.2,0
35.6,41.2,40.0,0,10.4,1
42.5,27.2,21.0,0,0.0,1
31.4,42.6,40.0,0,6.3,0
44.9,46.4,68.0,0,13.1,0
51.1,41.0,53.0,0,7.7,1
32.5,33.3,63.0,0,0.0,1
31.9,48.0,32.0,0,7.7,0
45.2,53.0,139.0,0,18.2,1
46.1,25.4,21.0,0,15.5,1
31.3,70.4,81.0,0,7.6,0
32.1,43.2,141.0,0,13.7,1
33.0,45.3,80.0,0,5.8,1
25.6,57.7,46.0,0,0.0,1
28.6,49.2,36.0,0,2.5,1
28.0,62.2,125.0,0,17.4,1
29.6,50.2,17.0,0,6.4,0
34.8,34.0,25.0,0,6.5,1
36.6,51.5,40.0,0,6.2,1
45.9,24.4,147.0,1,19.4,1
28.0,47.0,74.0,0,17.8,0
41.9,44.4,25.0,0,21.3,0
33.5,41.3,43.0,0,7.0,1
34.7,42.7,33.0,0,9.8,0
39.7,11.1,31.0,0,0.0,1
27.1,35.1,119.0,0,16.9,1
37.7,46.7,18.0,0,1.0,1
36.2,47.9,198.0,0,9.3,1
38.4,26.5,106.0,0,1.4,1
37.0,67.8,131.0,0,4.5,0
52.2,29.4,38.0,0,3.0,1
30.5,62.5,48.0,0,4.4,0
31.3,52.7,17.0,0,4.8,1
30.6,33.4,36.0,0,4.7,1
31.1,77.0,81.0,0,13.0,0
30.5,23.5,154.0,0,1.4,0
43.3,61.5,23.0,0,9.3,1
44.9,63.0,41.0,0,15.3,0
31.0,32.9,48.0,0,4.9,1
29.2,70.1,18.0,0,3.7,1
38.3,40.5,88.0,0,6.6,1
31.1,50.2,31.0,0,15.1,1
39.4,49.7,47.0,0,9.2,1
36.4,42.6,38.0,0,4.8,1
24.4,59.6,29.0,0,10.9,0
45.8,59.3,54.0,0,1.4,1
47.6,13.5,46.0,0,12.1,1
30.7,68.5,41.0,0,10.5,0
32.3,15.1,30.0,0,6.2,1
37.0,63.6,71.0,0,3.0,0
37.3,65.3,205.0,0,2.7,1
39.6,25.4,61.0,0,11.2,1
49.1,37.6,121.0,1,15.4,0
33.8,25.1,18.0,1,4.2,0
29.4,41.1,62.0,0,10.8,1
25.3,39.5,23.0,0,0.0,1
29.9,59.0,17.0,0,4.5,0
34.8,68.6,30.0,0,7.8,0
47.6,70.1,142.0,1,2.5,1
31.4,34.9,117.0,0,2.4,1
36.6,41.2,66.0,0,4.0,1
34.9,14.7,16.0,0,9.8,0
43.3,30.5,47.0,0,6.9,1
52.7,62.4,70.0,0,0.0,1
31.3,74.1,63.0,0,0.0,0
31.6,22.8,12.0,0,4.4,0
42.3,34.3,27.0,0,10.7,1
39.8,44.5,52.0,0,0.0,1
47.9,50.0,84.0,0,5.0,0
39.1,30.4,9.0,0,4.8,0
32.5,52.6,48.0,0,16.3,0
39.1,36.5,61.0,0,5.7,0
42.8,44.7,108.0,0,10.3,1
40.7,54.8,95.0,0,8.8,0
38.6,45.1,87.0,0,0.0,0
42.5,37.1,29.0,0,12.6,1
43.2,43.0,12.0,0,9.3,1
44.7,43.4,40.0,0,11.0,1
39.5,38.3,122.0,1,31.6,0
33.8,40.3,166.0,0,0.0,1
36.0,73.8,96.0,0,18.3,0
43.4,55.1,77.0,0,6.3,0
29.3,39.7,74.0,0,9.7,0
37.6,57.5,35.0,0,7.7,0
32.2,39.0,49.0,0,5.5,0
35.2,66.1,208.0,0,4.6,1
43.9,51.7,26.0,0,10.0,0
36.3,43.1,199.0,1,0.0,1
35.3,53.1,42.0,0,12.5,0
25.5,16.7,158.0,0,5.5,1
40.2,24.7,18.0,0,1.2,0
39.5,23.5,87.0,0,5.3,0
50.1,47.6,30.0,1,15.5,0
32.8,76.2,18.0,0,4.8,1
36.5,85.2,65.0,1,10.2,1
36.7,56.5,122.0,1,3.6,0
46.0,54.0,28.0,1,12.5,1
34.3,12.6,16.0,0,12.1,0
37.0,35.2,51.0,0,19.1,1
39.3,30.8,51.0,0,6.9,0
36.3,33.8,85.0,0,12.0,1
31.9,42.0,117.0,1,8.6,1
36.4,36.5,52.0,0,15.8,0
42.5,9.4,241.0,0,3.7,1
27.8,58.5,65.0,0,12.5,1
35.9,25.7,41.0,1,6.8,1
30.1,49.3,15.0,0,7.6,0
43.4,82.3,44.0,0,8.6,0
24.3,28.5,42.0,0,9.5,0
31.1,5.0,118.0,0,7.3,1
37.6,39.9,79.0,0,9.3,1
46.0,64.8,21.0,0,17.5,0
34.5,80.3,63.0,0,13.9,1
31.1,22.9,93.0,0,13.2,1
48.2,53.9,185.0,0,5.3,0
24.9,36.6,111.0,0,2.7,0
19.6,43.1,100.0,0,13.7,1
38.1,92.6,57.0,0,13.3,0
31.5,17.9,74.0,0,16.8,0
27.9,49.6,148.0,0,4.4,0
40.0,53.4,19.0,0,6.6,1
36.7,64.5,41.0,0,0.0,1
31.1,46.8,29.0,0,5.6,0
26.0,50.5,74.0,0,14.0,0
41.1,38.0,146.0,0,5.2,0
39.6,49.8,34.0,0,11.8,1
34.3,38.8,8.0,0,6.9,1
47.9,56.2,39.0,1,9.9,0
27.5,38.3,113.0,0,1.1,0
24.3,51.8,84.0,0,8.5,0
30.2,44.5,77.0,0,0.0,0
34.7,65.3,44.0,0,6.9,1
36.7,44.1,20.0,0,0.0,0
33.3,13.1,82.0,0,15.2,0
37.5,67.7,28.0,0,12.7,1
26.2,28.7,313.0,1,10.8,0
45.1,33.2,86.0,0,17.1,1
34.4,34.3,34.0,0,2.3,1
42.8,69.7,33.0,1,18.5,1
37.4,6.6,51.0,0,13.6,1
38.2,100.0,45.0,1,6.6,0
39.0,64.0,133.0,0,14.8,1
38.1,49.0,63.0,0,1.4,0
39.5,44.0,30.0,0,3.1,0
44.3,50.1,248.0,1,4.3,1
36.4,54.4,57.0,0,4.8,1
40.0,56.6,101.0,0,1.7,0
34.4,55.0,34.0,0,15.3,0
45.1,46.6,73.0,0,6.4,1
30.3,41.4,70.0,0,10.1,0
47.6,42.3,12.0,0,4.6,0
34.7,41.5,274.0,0,0.0,0
25.0,65.4,153.0,0,9.6,0
35.9,55.7,40.0,0,0.0,1
30.2,5.0,23.0,0,7.6,0
40.9,56.8,72.0,0,0.0,1
30.4,48.5,59.0,0,19.9,0
31.9,44.7,73.0,0,13.5,1
21.8,38.0,64.0,0,8.6,0
31.8,65.2,82.0,0,15.6,1
18.0,62.1,174.0,0,2.9,0
23.9,31.1,86.0,0,11.3,0
40.3,52.3,24.0,0,9.2,0
40.5,27.5,162.0,0,9.6,0
38.0,20.2,203.0,0,15.6,0
28.2,33.7,680.0,0,12.4,0
34.7,60.5,22.0,0,9.7,0
35.0,62.2,66.0,0,0.0,0
26.9,54.2,10.0,0,2.2,0
45.5,58.1,85.0,0,7.3,0
41.1,54.3,35.0,0,8.6,0
33.5,33.5,254.0,0,1.2,1
35.2,52.8,29.0,0,22.5,0
36.5,59.4,14.0,0,17.1,0
20.7,58.6,37.0,0,11.6,0
33.3,66.4,11.0,0,8.4,1
30.2,57.7,100.0,0,6.7,0
28.0,51.3,10.0,0,2.3,0
33.0,64.3,56.0,0,8.5,0
47.6,44.5,10.0,1,9.5,0
39.5,29.1,42.0,0,0.5,1
31.0,42.1,203.0,0,10.0,1
39.0,31.6,73.0,0,7.1,0
82.5,36.4,1653.0,1,9.3,1
117.0,29.1,1542.0,1,27.1,1
103.9,18.9,272.0,0,43.6,1
95.9,41.6,1155.0,1,36.6,1
69.4,35.8,1265.0,1,40.3,1
69.4,12.3,1317.0,0,32.9,1
63.5,46.0,1824.0,1,34.6,1
112.0,42.0,1694.0,0,42.5,1
96.1,47.7,1902.0,1,12.5,1
102.5,37.7,2342.0,1,24.5,1
61.2,32.6,2476.0,1,11.1,1
118.2,23.8,2211.0,1,49.4,1
109.9,47.0,2875.0,0,47.2,1
72.7,44.0,251.0,1,2.0,1
70.9,7.0,748.0,1,35.3,1
71.0,6.2,221.0,1,46.3,1
78.3,21.9,2013.0,1,9.0,1
91.5,41.5,2714.0,0,28.4,1
85.9,49.4,882.0,1,45.8,1
77.5,11.8,2796.0,1,1.7,1
96.7,31.7,369.0,0,34.9,1
68.4,22.1,2816.0,1,14.9,1
77.5,48.6,1185.0,0,46.2,0
82.0,42.9,484.0,1,48.6,1
87.4,42.7,1560.0,1,47.2,1
107.1,26.1,919.0,1,23.7,1
72.0,23.7,998.0,0,43.1,1
90.9,17.3,1060.0,0,42.2,1
95.5,7.5,2448.0,1,16.0,1
62.8,43.9,1710.0,1,41.4,1
96.5,41.6,1072.0,1,1.9,1
70.2,50.0,1909.0,1,29.8,1
63.9,49.8,2205.0,1,11.5,0
116.9,30.0,963.0,0,6.0,1
117.9,39.6,1358.0,1,3.8,1
108.5,47.5,541.0,1,34.8,1
78.3,43.2,707.0,1,17.0,1
65.9,16.1,2107.0,1,36.2,1
101.1,25.3,708.0,1,3.3,1
86.4,10.8,1670.0,1,15.8,1
67.3,47.9,2185.0,0,27.0,1
89.7,32.3,499.0,1,39.5,1
62.1,15.3,1788.0,1,15.9,1
114.6,35.2,918.0,1,31.3,1
75.5,32.8,2896.0,0,44.3,1
99.8,21.1,1554.0,0,30.8,1
78.7,10.1,2457.0,1,11.6,1
91.2,35.2,1741.0,0,1.2,1
92.8,28.4,322.0,1,43.5,1
71.1,39.8,1973.0,1,1.1,1
118.2,28.4,2864.0,1,43.7,1
106.5,43.3,1885.0,1,26.4,1
116.4,29.8,2494.0,1,47.0,1
113.7,30.2,2676.0,0,39.9,1
95.9,44.4,839.0,0,49.9,1
115.3,23.2,794.0,1,17.5,1
65.3,11.0,1911.0,1,38.4,1
71.8,6.3,1351.0,1,20.1,0
62.7,39.0,2552.0,1,24.0,0
79.5,32.9,2720.0,1,31.4,1
83.3,36.7,1190.0,1,43.7,1
76.3,14.6,863.0,1,49.2,1
109.7,11.1,2385.0,0,38.4,0
81.4,5.7,969.0,1,20.9,1
76.9,20.8,2503.0,1,21.1,1
92.6,31.5,1386.0,0,36.9,1
68.5,22.7,2069.0,1,11.9,1
108.1,24.7,467.0,1,5.5,1
64.5,45.7,1947.0,1,17.7,1
119.2,20.7,1465.0,1,14.4,0
106.3,28.1,1843.0,0,14.8,1
71.9,40.3,670.0,1,11.7,1
60.3,22.8,2263.0,1,2.1,1
108.9,33.0,2616.0,0,0.9,1
102.4,43.8,807.0,0,49.4,1
103.7,47.7,468.0,0,21.4,1
106.3,11.6,266.0,1,19.2,1
64.4,46.7,1998.0,1,34.0,1
81.5,27.1,1900.0,0,10.9,1
67.0,16.6,1731.0,0,47.5,1
111.8,25.7,849.0,1,39.3,1
97.4,49.1,1295.0,1,4.5,1
79.9,27.2,1865.0,1,20.9,1
63.8,19.8,1591.0,0,44.0,1
78.7,33.5,2966.0,1,47.2,1
79.5,15.8,582.0,1,23.4,1
103.8,8.4,2146.0,1,30.7,1
98.3,10.8,1332.0,1,8.4,1
113.2,10.8,1399.0,0,49.6,1
88.3,11.8,2209.0,1,11.6,1
67.2,11.2,2139.0,0,47.1,1
102.8,33.8,2976.0,0,32.5,0
105.6,13.2,560.0,1,30.4,1
93.7,20.6,492.0,1,25.6,1
106.3,45.4,2228.0,1,11.5,1
89.6,26.3,1819.0,0,8.8,1
91.4,35.0,968.0,1,11.0,1
85.7,12.8,422.0,1,9.3,1
61.5,13.7,440.0,0,39.0,1
66.5,6.8,2704.0,1,17.5,1
61.9,12.6,737.0,0,2.9,1
98.2,17.5,1105.0,1,48.5,1
78.9,13.0,835.0,1,44.2,1
90.5,9.0,1194.0,1,46.4,0
114.5,10.4,394.0,0,49.7,1
75.0,25.7,1653.0,1,8.7,1
84.6,14.3,389.0,0,19.8,1
105.3,21.4,2441.0,0,37.9,1
73.7,27.7,854.0,1,34.8,1
64.6,36.1,1712.0,0,7.7,1
77.4,6.8,2664.0,1,40.8,1
69.7,41.0,2022.0,1,11.2,1
115.8,33.3,1692.0,1,11.2,1
108.5,8.7,1108.0,0,26.8,1
98.0,44.3,1132.0,1,29.6,1
112.3,46.4,2075.0,1,29.0,1
108.2,7.7,2984.0,1,4.6,1
71.2,17.5,2053.0,1,43.9,1
113.6,41.3,1762.0,1,13.3,1
92.4,38.7,2246.0,0,6.5,1
108.4,13.3,1503.0,0,44.4,1
113.8,14.4,368.0,1,47.8,1
79.1,21.7,1774.0,0,43.1,1
66.6,26.8,2881.0,1,40.5,1
73.7,32.8,691.0,0,32.8,1
85.6,21.6,2132.0,1,27.5,0
109.1,25.8,763.0,1,4.3,1
111.6,38.6,1700.0,1,20.4,1
60.4,6.7,471.0,0,18.6,1
90.6,16.4,1461.0,1,13.0,1
85.0,37.1,2317.0,1,36.2,1
73.3,45.3,1173.0,1,24.8,1
67.2,28.0,2062.0,1,4.1,1
80.3,28.9,2427.0,1,11.0,1
116.6,9.8,2796.0,0,34.2,1
79.4,25.1,857.0,0,3.8,1
91.1,29.0,1318.0,1,42.6,1
102.2,15.9,627.0,0,24.8,1
81.8,17.1,2979.0,1,24.0,1
118.3,22.0,2796.0,0,29.6,1
117.7,5.9,1712.0,0,41.2,1
75.1,19.5,2558.0,1,17.4,1
89.8,14.5,1659.0,0,33.9,0
78.1,19.7,1946.0,1,28.3,1
77.1,10.4,450.0,1,13.4,1
62.2,45.1,2315.0,0,43.9,1
96.6,31.7,558.0,1,39.9,1
90.2,35.6,2513.0,1,32.9,1
63.1,40.5,2390.0,1,42.5,1
76.7,27.4,2184.0,0,43.4,1
114.5,8.9,301.0,1,35.4,1
74.4,29.2,1049.0,1,41.9,1
68.7,31.4,937.0,0,34.9,1
89.4,38.5,1208.0,0,34.0,1
119.1,24.4,445.0,1,30.9,0
74.5,10.7,2823.0,1,37.6,1
100.3,17.8,1751.0,1,7.9,1
105.7,21.3,1055.0,1,44.0,1
74.3,34.1,1312.0,1,43.6,1
103.7,30.7,1452.0,0,1.5,1
82.1,21.0,1882.0,1,41.3,0
97.9,49.4,1644.0,1,6.4,1
98.0,32.3,2774.0,1,16.8,1
92.1,15.7,1591.0,0,37.2,1
65.4,9.6,2978.0,1,8.0,1
110.1,11.9,2584.0,0,40.9,1
79.2,16.1,784.0,1,41.6,1
71.2,12.2,2806.0,1,25.4,0
62.4,13.4,526.0,1,0.3,1
95.5,17.8,2489.0,1,14.4,1
100.7,12.8,1266.0,1,30.8,1
61.0,45.4,2658.0,1,49.1,1
90.7,8.6,2631.0,1,31.6,1
73.6,28.6,2457.0,0,13.0,1
98.7,23.5,2412.0,1,31.7,1
70.5,49.2,1053.0,0,27.0,1
101.5,10.0,427.0,1,39.0,1
83.2,22.9,1328.0,1,5.3,1
116.2,48.6,686.0,1,38.1,1
68.3,43.9,2146.0,1,27.1,1
80.5,41.8,1169.0,1,48.1,1
66.8,16.6,2932.0,1,17.1,1
115.5,12.7,1995.0,1,31.6,1
112.6,35.1,2503.0,1,46.6,1
75.5,46.8,571.0,1,5.1,0
99.6,30.1,2614.0,0,46.9,1
109.0,30.7,2784.0,0,34.4,1
93.3,17.6,1564.0,0,3.4,1
91.8,39.6,1898.0,0,15.0,1
74.5,13.4,2341.0,1,35.4,1
65.6,19.6,690.0,1,3.4,1
113.8,24.1,1607.0,0,29.1,1
114.0,27.8,1316.0,1,17.3,1
98.0,15.9,610.0,1,31.0,1
80.3,10.2,1229.0,1,2.3,1
81.0,32.5,391.0,1,43.6,1
103.6,18.0,272.0,1,48.7,1
113.8,31.2,578.0,0,48.4,1
113.2,11.9,2897.0,1,37.5,1
106.8,26.7,1739.0,1,6.5,1
98.5,29.0,2904.0,0,37.9,1
65.0,7.3,1411.0,1,1.2,1
69.7,20.1,1073.0,1,1.1,1
113.9,11.0,1617.0,1,16.2,1
96.4,7.9,1431.0,0,24.4,1
60.6,49.5,496.0,0,38.5,0
66.1,19.5,1994.0,1,34.2,0
99.8,41.4,805.0,0,22.3,1
60.3,16.5,1935.0,1,13.7,1
69.6,35.7,2021.0,0,49.9,1
92.9,39.2,626.0,0,21.3,1
101.5,31.8,372.0,0,22.6,1
99.1,26.2,2386.0,1,8.2,1
73.5,23.5,1487.0,0,39.7,1
102.7,20.7,363.0,0,34.7,1
74.2,46.8,2986.0,1,11.0,1
79.5,42.4,362.0,0,4.1,1
104.8,48.4,2146.0,1,34.0,1
99.0,10.6,2954.0,0,32.7,0
111.0,37.9,870.0,1,13.7,1
99.5,47.2,598.0,0,47.5,1
94.1,13.2,540.0,1,7.6,1
65.6,8.0,1049.0,1,21.6,1
82.1,38.4,483.0,1,47.2,1
75.9,30.9,2138.0,1,21.0,1
74.6,42.9,374.0,1,31.9,1
118.4,11.3,1626.0,1,19.9,1
83.6,40.8,2991.0,1,13.7,1
113.5,14.1,2479.0,1,49.2,1
97.9,12.4,1923.0,1,20.5,1
107.7,12.4,1058.0,0,44.7,1
90.2,41.7,1947.0,1,11.5,1
94.6,34.9,1676.0,0,10.7,1
89.6,28.5,1393.0,0,1.6,1
71.7,21.1,566.0,1,32.6,1
103.3,44.5,2682.0,1,18.4,1
76.8,22.7,1459.0,0,43.2,1
61.5,41.7,745.0,1,23.7,1
98.7,24.8,1230.0,1,48.4,1
70.6,22.0,1360.0,1,9.3,1
116.4,25.8,2517.0,0,43.4,1
117.2,18.6,2254.0,1,38.8,1
114.9,38.6,2354.0,1,38.5,1
82.2,27.6,231.0,0,42.2,1
60.9,15.4,1365.0,0,38.1,1
115.7,45.5,1548.0,1,31.3,1
85.7,22.3,254.0,1,6.6,1
118.0,29.5,927.0,0,1.6,1
117.8,45.8,2329.0,1,46.0,1
111.2,33.1,584.0,1,30.8,1
77.7,10.3,1699.0,1,39.8,1
83.1,47.3,803.0,0,24.1,0
111.1,33.2,234.0,1,5.9,1
79.0,20.1,875.0,0,6.3,1
70.2,11.3,2932.0,0,34.3,1
93.4,40.7,2444.0,1,21.5,1
116.2,32.9,2887.0,1,10.0,1
101.8,29.0,1566.0,1,24.6,0
94.2,45.2,507.0,1,3.2,0
65.8,40.5,1734.0,1,29.1,1
96.9,11.8,1472.0,0,13.4,1
119.4,19.0,2564.0,1,39.9,0
68.4,16.2,475.0,0,15.5,0
91.1,38.5,1567.0,1,22.8,1
112.6,6.5,620.0,1,0.6,1
104.4,30.6,1109.0,1,3.6,1
101.8,39.3,2265.0,1,19.6,1
102.1,44.5,1533.0,0,24.0,1
81.6,20.4,1252.0,1,30.0,0
77.6,42.0,1305.0,1,14.6,1
108.6,10.0,1486.0,1,34.7,1
108.6,43.1,2398.0,1,43.0,1
112.0,10.7,2698.0,1,39.0,0
114.8,22.9,2875.0,1,2.0,0
90.7,40.9,2403.0,0,24.0,1
90.1,11.7,1083.0,1,5.2,1
107.9,15.3,2127.0,0,12.1,1
99.0,37.5,1425.0,1,49.3,1
102.1,37.4,913.0,1,7.1,1
107.7,33.9,2554.0,1,24.9,1
113.4,36.2,308.0,1,30.9,1
80.3,29.4,2725.0,1,35.1,1
82.5,16.3,1492.0,1,28.0,1
65.6,20.6,1984.0,1,0.5,1
94.7,13.2,2046.0,1,16.3,1
62.2,45.9,2706.0,1,25.9,1
87.9,31.3,1983.0,0,4.4,1
92.6,23.0,1919.0,1,17.5,1
77.2,25.8,387.0,1,1.7,1
95.4,47.6,1652.0,1,3.9,1
61.8,11.9,620.0,1,19.8,0
62.2,31.4,2265.0,1,6.6,1
109.4,27.8,1634.0,1,28.4,1
81.6,32.5,2105.0,1,34.5,1
67.6,5.8,317.0,1,40.0,1
91.3,44.2,437.0,1,10.0,1
106.2,46.9,2206.0,1,8.4,1
72.9,30.4,402.0,1,5.2,0
97.4,36.3,400.0,1,31.8,1
65.1,46.5,234.0,1,35.3,1
63.1,36.8,2878.0,0,1.6,1
91.9,11.9,2265.0,1,46.8,1
92.4,30.9,1189.0,1,2.6,1
98.2,32.3,1030.0,1,27.1,1
103.6,24.1,1179.0,0,35.5,0
118.6,38.1,2369.0,1,43.5,0
91.0,47.0,2052.0,1,35.7,1
79.4,46.7,719.0,1,40.1,1
107.7,25.3,688.0,1,17.0,1
76.2,10.1,476.0,1,40.7,0
86.3,49.3,2049.0,1,4.0,0
64.7,42.8,2340.0,0,44.7,1
61.5,10.6,942.0,1,27.4,1
117.8,46.4,259.0,0,40.9,1
110.2,44.1,430.0,0,22.6,1
101.8,28.3,2910.0,1,32.2,1
84.5,31.6,1027.0,1,26.3,1
70.4,23.0,2354.0,1,36.6,1
69.4,7.5,1949.0,1,4.1,1
75.0,20.1,1269.0,1,3.0,1
93.0,41.1,776.0,0,12.4,0
102.9,5.2,540.0,0,8.0,1
99.6,20.0,1922.0,1,43.6,1
76.8,22.9,2369.0,1,11.0,1
117.3,29.2,2003.0,0,48.8,1
104.3,46.4,1685.0,0,16.8,1
93.3,20.6,317.0,0,9.1,1
96.7,20.6,2912.0,1,39.5,1
85.2,38.2,2436.0,1,32.9,1
74.9,25.3,1020.0,1,24.9,1
81.4,15.1,2944.0,1,27.8,1
105.5,25.4,1885.0,1,36.0,1
60.9,11.3,1831.0,1,11.4,1
67.0,12.9,2295.0,1,49.8,1
62.8,27.4,2473.0,1,48.7,1
62.4,23.9,2038.0,1,32.5,1
111.3,46.2,559.0,1,10.0,1
102.2,21.3,1147.0,1,34.0,1
88.5,31.1,2799.0,1,3.6,1
65.9,33.5,829.0,1,1.5,1
89.5,5.6,1242.0,0,12.9,1
88.4,34.9,1410.0,1,23.1,1
70.4,13.0,1430.0,1,43.4,1
86.0,48.2,1916.0,1,36.4,1
83.9,11.7,2841.0,0,37.1,1
97.0,23.7,874.0,1,21.3,1
98.1,8.8,540.0,1,17.3,1
62.7,49.9,753.0,1,18.6,1
82.5,27.6,2683.0,1,49.4,1
97.6,31.8,2008.0,1,2.0,1
90.2,8.0,1001.0,1,43.4,1
111.4,38.7,2485.0,0,28.9,1
99.5,14.4,2612.0,1,21.9,1
69.8,45.4,2570.0,0,36.3,1
64.2,14.2,2773.0,0,24.3,1
98.5,13.6,906.0,1,43.7,1
61.6,6.6,2314.0,0,45.0,1
95.1,26.2,1490.0,1,21.1,1
116.4,30.4,2558.0,1,13.8,1
94.5,8.0,2240.0,1,29.6,1
83.3,39.9,2374.0,1,45.6,1
98.6,25.4,2037.0,1,10.5,1
87.5,28.6,697.0,1,31.1,1
92.7,24.8,1726.0,1,31.6,1
116.5,23.0,2957.0,1,36.7,1
83.2,30.2,2825.0,1,6.6,1
117.7,12.0,321.0,1,35.8,1
114.3,13.2,661.0,1,45.5,1
71.7,43.8,569.0,1,9.0,0
64.2,47.6,2233.0,0,11.9,1
66.0,21.8,2490.0,1,48.6,0
61.1,17.2,798.0,0,9.0,1
65.7,34.0,1616.0,1,42.7,0
101.0,23.4,2554.0,1,24.6,1
64.3,6.1,2252.0,1,12.4,1
79.1,12.0,1718.0,1,43.5,1
110.7,37.2,1853.0,1,22.3,1
61.4,34.7,1623.0,0,25.7,1
108.9,6.2,1033.0,1,18.0,0
